,KODE_KEC,KODE_KK,KODE_PROV,KECAMATAN,KAB_KOTA,PROVINSI,FID
1656,32.13.12,32.13,32,Jalancagak,Subang,Jawa Barat,32.13.12
1657,32.13.10,32.13,32,Pusakanagara,Subang,Jawa Barat,32.13.10
1658,91.10.12,91.10,91,Sarmi Selatan,Sarmi,Papua,91.10.12
1659,71.08.05,71.08,71,Kaidipang,Bolaang Mongondow Utara,Sulawesi Utara,71.08.05
1660,71.08.06,71.08,71,Pinogaluman,Bolaang Mongondow Utara,Sulawesi Utara,71.08.06
1661,91.10.15,91.10,91,Bonggo Timur,Sarmi,Papua,91.10.15
1662,91.10.13,91.10,91,Sarmi Timur,Sarmi,Papua,91.10.13
1663,91.10.14,91.10,91,Pantai Timur Bagian Barat,Sarmi,Papua,91.10.14
1664,32.13.26,32.13,32,Kasomalang,Subang,Jawa Barat,32.13.26
1665,32.13.27,32.13,32,Dawuan,Subang,Jawa Barat,32.13.27
1666,32.13.24,32.13,32,Sukasari,Subang,Jawa Barat,32.13.24
1667,32.13.25,32.13,32,Tambakdahan,Subang,Jawa Barat,32.13.25
1668,32.13.28,32.13,32,Pagaden Barat,Subang,Jawa Barat,32.13.28
1669,36.71.08,36.71,36,Periuk,Kota Tangerang,Banten,36.71.08
1670,32.13.29,32.13,32,Ciater,Subang,Jawa Barat,32.13.29
1671,36.71.09,36.71,36,Cibodas,Kota Tangerang,Banten,36.71.09
1672,12.03.14,12.03,12,Arse,Tapanuli Selatan,Sumatera Utara,12.03.14
1673,36.71.06,36.71,36,Ciledug,Kota Tangerang,Banten,36.71.06
1674,12.13.02,12.13,12,Panyabungan Utara,Mandailing Natal,Sumatera Utara,12.13.02
1675,36.71.07,36.71,36,Karawaci,Kota Tangerang,Banten,36.71.07
1676,12.13.03,12.13,12,Panyabungan Timur,Mandailing Natal,Sumatera Utara,12.13.03
1677,32.13.22,32.13,32,Cikaum,Subang,Jawa Barat,32.13.22
1678,12.13.01,12.13,12,Panyabungan,Mandailing Natal,Sumatera Utara,12.13.01
1679,32.13.23,32.13,32,Serangpanjang,Subang,Jawa Barat,32.13.23
1680,12.13.06,12.13,12,Siabu,Mandailing Natal,Sumatera Utara,12.13.06
1681,32.13.20,32.13,32,Cipeundeuy,Subang,Jawa Barat,32.13.20
1682,12.13.07,12.13,12,Bukit Malintang,Mandailing Natal,Sumatera Utara,12.13.07
1683,32.13.21,32.13,32,Legonkulon,Subang,Jawa Barat,32.13.21
1684,12.13.04,12.13,12,Panyabungan Selatan,Mandailing Natal,Sumatera Utara,12.13.04
1685,36.71.01,36.71,36,Tangerang,Kota Tangerang,Banten,36.71.01
1686,12.13.05,12.13,12,Panyabungan Barat,Mandailing Natal,Sumatera Utara,12.13.05
1687,36.71.04,36.71,36,Benda,Kota Tangerang,Banten,36.71.04
1688,36.71.05,36.71,36,Cipondoh,Kota Tangerang,Banten,36.71.05
1689,36.71.02,36.71,36,Jatiuwung,Kota Tangerang,Banten,36.71.02
1690,36.71.03,36.71,36,Batuceper,Kota Tangerang,Banten,36.71.03
1691,33.13.09,33.13,33,Karanganyar,Karanganyar,Jawa Tengah,33.13.09
1692,33.13.14,33.13,33,Kebakkramat,Karanganyar,Jawa Tengah,33.13.14
1693,33.13.15,33.13,33,Mojogedang,Karanganyar,Jawa Tengah,33.13.15
1694,33.13.12,33.13,33,Colomadu,Karanganyar,Jawa Tengah,33.13.12
1695,33.13.13,33.13,33,Gondangrejo,Karanganyar,Jawa Tengah,33.13.13
1696,33.13.16,33.13,33,Kerjo,Karanganyar,Jawa Tengah,33.13.16
1697,33.13.17,33.13,33,Jenawi,Karanganyar,Jawa Tengah,33.13.17
1698,33.13.10,33.13,33,Tasikmadu,Karanganyar,Jawa Tengah,33.13.10
1699,33.13.11,33.13,33,Jaten,Karanganyar,Jawa Tengah,33.13.11
1700,12.03.29,12.03,12,Muara Batang Toru,Tapanuli Selatan,Sumatera Utara,12.03.29
1701,36.71.11,36.71,36,Pinang,Kota Tangerang,Banten,36.71.11
1702,36.71.12,36.71,36,Karang Tengah,Kota Tangerang,Banten,36.71.12
1703,36.71.10,36.71,36,Neglasari,Kota Tangerang,Banten,36.71.10
1704,12.03.21,12.03,12,Sayur Matinggi,Tapanuli Selatan,Sumatera Utara,12.03.21
1705,36.71.13,36.71,36,Larangan,Kota Tangerang,Banten,36.71.13
1706,12.03.22,12.03,12,Aek Bilah,Tapanuli Selatan,Sumatera Utara,12.03.22
1707,12.03.20,12.03,12,Marancar,Tapanuli Selatan,Sumatera Utara,12.03.20
1708,32.03.30,32.03,32,Leles,Cianjur,Jawa Barat,32.03.30
1709,32.03.31,32.03,32,Haurwangi,Cianjur,Jawa Barat,32.03.31
1710,32.03.32,32.03,32,Pasirkuda,Cianjur,Jawa Barat,32.03.32
1711,32.71.04,32.71,32,Bogor Barat,Kota Bogor,Jawa Barat,32.71.04
1712,32.71.05,32.71,32,Bogor Utara,Kota Bogor,Jawa Barat,32.71.05
1713,32.71.02,32.71,32,Bogor Timur,Kota Bogor,Jawa Barat,32.71.02
1714,32.71.03,32.71,32,Bogor Tengah,Kota Bogor,Jawa Barat,32.71.03
1715,32.71.06,32.71,32,Tanah Sareal,Kota Bogor,Jawa Barat,32.71.06
1716,32.75.01,32.75,32,Bekasi Timur,Kota Bekasi,Jawa Barat,32.75.01
1717,32.75.04,32.75,32,Bekasi Selatan,Kota Bekasi,Jawa Barat,32.75.04
1718,32.75.05,32.75,32,Rawalumbu,Kota Bekasi,Jawa Barat,32.75.05
1719,32.75.02,32.75,32,Bekasi Barat,Kota Bekasi,Jawa Barat,32.75.02
1720,32.75.03,32.75,32,Bekasi Utara,Kota Bekasi,Jawa Barat,32.75.03
1721,12.03.32,12.03,12,Angkola Muara Tais,Tapanuli Selatan,Sumatera Utara,12.03.32
1722,73.12.06,73.12,73,Donri Donri,Soppeng,Sulawesi Selatan,73.12.06
1723,73.12.07,73.12,73,Ganra,Soppeng,Sulawesi Selatan,73.12.07
1724,12.03.30,12.03,12,Tano Tombangan Angkola,Tapanuli Selatan,Sumatera Utara,12.03.30
1725,73.12.04,73.12,73,Lalabata,Soppeng,Sulawesi Selatan,73.12.04
1726,12.03.31,12.03,12,Angkola Sangkunur,Tapanuli Selatan,Sumatera Utara,12.03.31
1727,73.12.05,73.12,73,Marioriawa,Soppeng,Sulawesi Selatan,73.12.05
1728,73.12.08,73.12,73,Citta,Soppeng,Sulawesi Selatan,73.12.08
1729,17.01.01,17.01,17,Kedurang,Bengkulu Selatan,Bengkulu,17.01.01
1730,13.01.01,13.01,13,Pancung Soal,Pesisir Selatan,Sumatera Barat,13.01.01
1731,73.12.02,73.12,73,Liliraja,Soppeng,Sulawesi Selatan,73.12.02
1732,73.12.03,73.12,73,Lilirilau,Soppeng,Sulawesi Selatan,73.12.03
1733,13.01.04,13.01,13,Batang Kapas,Pesisir Selatan,Sumatera Barat,13.01.04
1734,13.01.05,13.01,13,Iv Jurai,Pesisir Selatan,Sumatera Barat,13.01.05
1735,73.12.01,73.12,73,Marioriwawo,Soppeng,Sulawesi Selatan,73.12.01
1736,13.01.02,13.01,13,Ranah Pesisir,Pesisir Selatan,Sumatera Barat,13.01.02
1737,13.01.03,13.01,13,Lengayang,Pesisir Selatan,Sumatera Barat,13.01.03
1738,62.02.16,62.02,62,Tualan Hulu,Kotawaringin Timur,Kalimantan Tengah,62.02.16
1739,62.02.17,62.02,62,Telaga Antang,Kotawaringin Timur,Kalimantan Tengah,62.02.17
1740,12.23.07,12.23,12,Aek Natas,Labuhanbatu Utara,Sumatera Utara,12.23.07
1741,12.23.08,12.23,12,Kualuh Selatan,Labuhanbatu Utara,Sumatera Utara,12.23.08
1742,62.02.10,62.02,62,Antang Kalang,Kotawaringin Timur,Kalimantan Tengah,62.02.10
1743,62.02.11,62.02,62,Teluk Sampit,Kotawaringin Timur,Kalimantan Tengah,62.02.11
1744,31.74.01,31.74,31,Tebet,Kota Administrasi Jakarta Selatan,DKI Jakarta,31.74.01
1745,62.02.14,62.02,62,Telawang,Kotawaringin Timur,Kalimantan Tengah,62.02.14
1746,62.02.15,62.02,62,Bukit Santuai,Kotawaringin Timur,Kalimantan Tengah,62.02.15
1747,62.02.12,62.02,62,Seranau,Kotawaringin Timur,Kalimantan Tengah,62.02.12
1748,72.03.30,72.03,72,Sojol Utara,Donggala,Sulawesi Tengah,72.03.30
1749,16.06.02,16.06,16,Lais,Musi Banyuasin,Sumatera Selatan,16.06.02
1750,31.74.04,31.74,31,Pasar Minggu,Kota Administrasi Jakarta Selatan,DKI Jakarta,31.74.04
1751,62.02.13,62.02,62,Cempaga Hulu,Kotawaringin Timur,Kalimantan Tengah,62.02.13
1752,72.03.31,72.03,72,Balaesang Tanjung,Donggala,Sulawesi Tengah,72.03.31
1753,16.06.03,16.06,16,Sungai Keruh,Musi Banyuasin,Sumatera Selatan,16.06.03
1754,31.74.05,31.74,31,Kebayoran Lama,Kota Administrasi Jakarta Selatan,DKI Jakarta,31.74.05
1755,31.74.02,31.74,31,Setiabudi,Kota Administrasi Jakarta Selatan,DKI Jakarta,31.74.02
1756,16.06.01,16.06,16,Sekayu,Musi Banyuasin,Sumatera Selatan,16.06.01
1757,31.74.03,31.74,31,Mampang Prapatan,Kota Administrasi Jakarta Selatan,DKI Jakarta,31.74.03
1758,16.06.06,16.06,16,Babat Toman,Musi Banyuasin,Sumatera Selatan,16.06.06
1759,16.06.07,16.06,16,Sungai Lilin,Musi Banyuasin,Sumatera Selatan,16.06.07
1760,16.06.04,16.06,16,Batang Hari Leko,Musi Banyuasin,Sumatera Selatan,16.06.04
1761,21.05.07,21.05,21,Siantan Tengah,Kepulauan Anambas,Kepulauan Riau,21.05.07
1762,16.06.05,16.06,16,Sanga Desa,Musi Banyuasin,Sumatera Selatan,16.06.05
1763,21.05.08,21.05,21,Siantan Utara,Kepulauan Anambas,Kepulauan Riau,21.05.08
1764,21.05.05,21.05,21,Jemaja Timur,Kepulauan Anambas,Kepulauan Riau,21.05.05
1765,21.05.06,21.05,21,Jemaja,Kepulauan Anambas,Kepulauan Riau,21.05.06
1766,73.08.01,73.08,73,Bontocani,Bone,Sulawesi Selatan,73.08.01
1767,73.08.02,73.08,73,Kahu,Bone,Sulawesi Selatan,73.08.02
1768,21.05.09,21.05,21,Jemaja Barat,Kepulauan Anambas,Kepulauan Riau,21.05.09
1769,21.05.03,21.05,21,Siantan Timur,Kepulauan Anambas,Kepulauan Riau,21.05.03
1770,21.05.04,21.05,21,Siantan Selatan,Kepulauan Anambas,Kepulauan Riau,21.05.04
1771,31.74.08,31.74,31,Pancoran,Kota Administrasi Jakarta Selatan,DKI Jakarta,31.74.08
1772,21.05.01,21.05,21,Siantan,Kepulauan Anambas,Kepulauan Riau,21.05.01
1773,31.74.09,31.74,31,Jagakarsa,Kota Administrasi Jakarta Selatan,DKI Jakarta,31.74.09
1774,21.05.02,21.05,21,Palmatak,Kepulauan Anambas,Kepulauan Riau,21.05.02
1775,31.74.06,31.74,31,Cilandak,Kota Administrasi Jakarta Selatan,DKI Jakarta,31.74.06
1776,31.74.07,31.74,31,Kebayoran Baru,Kota Administrasi Jakarta Selatan,DKI Jakarta,31.74.07
1777,16.06.08,16.06,16,Keluang,Musi Banyuasin,Sumatera Selatan,16.06.08
1778,61.71.01,61.71,61,Pontianak Selatan,Kota Pontianak,Kalimantan Barat,61.71.01
1779,16.06.09,16.06,16,Bayung Lencir,Musi Banyuasin,Sumatera Selatan,16.06.09
1780,61.71.04,61.71,61,Pontianak Utara,Kota Pontianak,Kalimantan Barat,61.71.04
1781,61.71.05,61.71,61,Pontianak Kota,Kota Pontianak,Kalimantan Barat,61.71.05
1782,73.08.05,73.08,73,Tonra,Bone,Sulawesi Selatan,73.08.05
1783,31.74.10,31.74,31,Pesanggrahan,Kota Administrasi Jakarta Selatan,DKI Jakarta,31.74.10
1784,61.71.02,61.71,61,Pontianak Timur,Kota Pontianak,Kalimantan Barat,61.71.02
1785,16.06.13,16.06,16,Lawang Wetan,Musi Banyuasin,Sumatera Selatan,16.06.13
1786,73.08.06,73.08,73,Libureng,Bone,Sulawesi Selatan,73.08.06
1787,61.71.03,61.71,61,Pontianak Barat,Kota Pontianak,Kalimantan Barat,61.71.03
1788,16.06.14,16.06,16,Babat Supat,Musi Banyuasin,Sumatera Selatan,16.06.14
1789,73.08.03,73.08,73,Kajuara,Bone,Sulawesi Selatan,73.08.03
1790,73.08.04,73.08,73,Salomekko,Bone,Sulawesi Selatan,73.08.04
1791,16.06.11,16.06,16,Lalan,Musi Banyuasin,Sumatera Selatan,16.06.11
1792,73.08.09,73.08,73,Barebbo,Bone,Sulawesi Selatan,73.08.09
1793,16.06.12,16.06,16,Tungkal Jaya,Musi Banyuasin,Sumatera Selatan,16.06.12
1794,73.08.07,73.08,73,Mare,Bone,Sulawesi Selatan,73.08.07
1795,16.06.15,16.06,16,Jirak Jaya,Musi Banyuasin,Sumatera Selatan,16.06.15
1796,73.08.08,73.08,73,Sibulue,Bone,Sulawesi Selatan,73.08.08
1797,73.08.12,73.08,73,Lappariaja,Bone,Sulawesi Selatan,73.08.12
1798,73.08.13,73.08,73,Lamuru,Bone,Sulawesi Selatan,73.08.13
1799,16.06.10,16.06,16,Plakat Tinggi,Musi Banyuasin,Sumatera Selatan,16.06.10
1800,73.08.10,73.08,73,Cina,Bone,Sulawesi Selatan,73.08.10
1801,73.08.11,73.08,73,Ponre,Bone,Sulawesi Selatan,73.08.11
1802,21.05.10,21.05,21,Kute Siantan,Kepulauan Anambas,Kepulauan Riau,21.05.10
1803,61.71.06,61.71,61,Pontianak Tenggara,Kota Pontianak,Kalimantan Barat,61.71.06
1804,73.08.16,73.08,73,Awangpone,Bone,Sulawesi Selatan,73.08.16
1805,73.08.17,73.08,73,Tellu Siattinge,Bone,Sulawesi Selatan,73.08.17
1806,73.08.14,73.08,73,Ulaweng,Bone,Sulawesi Selatan,73.08.14
1807,73.08.15,73.08,73,Palakka,Bone,Sulawesi Selatan,73.08.15
1808,33.06.07,33.06,33,Banyuurip,Purworejo,Jawa Tengah,33.06.07
1809,33.06.08,33.06,33,Bayan,Purworejo,Jawa Tengah,33.06.08
1810,33.09.08,33.09,33,Sawit,Boyolali,Jawa Tengah,33.09.08
1811,33.06.05,33.06,33,Kaligesing,Purworejo,Jawa Tengah,33.06.05
1812,33.09.09,33.09,33,Banyudono,Boyolali,Jawa Tengah,33.09.09
1813,73.08.18,73.08,73,Ajangale,Bone,Sulawesi Selatan,73.08.18
1814,31.71.01,31.71,31,Gambir,Kota Administrasi Jakarta Pusat,DKI Jakarta,31.71.01
1815,33.06.06,33.06,33,Purworejo,Purworejo,Jawa Tengah,33.06.06
1816,73.08.19,73.08,73,Dua Boccoe,Bone,Sulawesi Selatan,73.08.19
1817,31.71.02,31.71,31,Sawah Besar,Kota Administrasi Jakarta Pusat,DKI Jakarta,31.71.02
1818,33.06.09,33.06,33,Kutoarjo,Purworejo,Jawa Tengah,33.06.09
1819,33.09.02,33.09,33,Ampel,Boyolali,Jawa Tengah,33.09.02
1820,33.09.03,33.09,33,Cepogo,Boyolali,Jawa Tengah,33.09.03
1821,33.09.01,33.09,33,Selo,Boyolali,Jawa Tengah,33.09.01
1822,33.09.06,33.09,33,Mojosongo,Boyolali,Jawa Tengah,33.09.06
1823,33.06.03,33.06,33,Purwodadi,Purworejo,Jawa Tengah,33.06.03
1824,33.09.07,33.09,33,Teras,Boyolali,Jawa Tengah,33.09.07
1825,16.74.01,16.74,16,Prabumulih Barat,Kota Prabumulih,Sumatera Selatan,16.74.01
1826,33.06.04,33.06,33,Bagelen,Purworejo,Jawa Tengah,33.06.04
1827,33.09.04,33.09,33,Musuk,Boyolali,Jawa Tengah,33.09.04
1828,16.74.02,16.74,16,Prabumulih Timur,Kota Prabumulih,Sumatera Selatan,16.74.02
1829,33.06.01,33.06,33,Grabag,Purworejo,Jawa Tengah,33.06.01
1830,33.09.05,33.09,33,Boyolali,Boyolali,Jawa Tengah,33.09.05
1831,33.06.02,33.06,33,Ngombol,Purworejo,Jawa Tengah,33.06.02
1832,16.74.05,16.74,16,Prabumulih Utara,Kota Prabumulih,Sumatera Selatan,16.74.05
1833,16.74.06,16.74,16,Prabumulih Selatan,Kota Prabumulih,Sumatera Selatan,16.74.06
1834,16.74.03,16.74,16,Cambai,Kota Prabumulih,Sumatera Selatan,16.74.03
1835,16.74.04,16.74,16,Rambang Kpk Tengah,Kota Prabumulih,Sumatera Selatan,16.74.04
1836,33.09.10,33.09,33,Sambi,Boyolali,Jawa Tengah,33.09.10
1837,64.74.01,64.74,64,Bontang Utara,Kota Bontang,Kalimantan Timur,64.74.01
1838,31.71.05,31.71,31,Cempaka Putih,Kota Administrasi Jakarta Pusat,DKI Jakarta,31.71.05
1839,31.71.06,31.71,31,Menteng,Kota Administrasi Jakarta Pusat,DKI Jakarta,31.71.06
1840,31.71.03,31.71,31,Kemayoran,Kota Administrasi Jakarta Pusat,DKI Jakarta,31.71.03
1841,64.74.02,64.74,64,Bontang Selatan,Kota Bontang,Kalimantan Timur,64.74.02
1842,31.71.04,31.71,31,Senen,Kota Administrasi Jakarta Pusat,DKI Jakarta,31.71.04
1843,64.74.03,64.74,64,Bontang Barat,Kota Bontang,Kalimantan Timur,64.74.03
1844,32.03.05,32.03,32,Ciranjang,Cianjur,Jawa Barat,32.03.05
1845,31.71.07,31.71,31,Tanah Abang,Kota Administrasi Jakarta Pusat,DKI Jakarta,31.71.07
1846,32.03.06,32.03,32,Bojongpicung,Cianjur,Jawa Barat,32.03.06
1847,31.71.08,31.71,31,Johar Baru,Kota Administrasi Jakarta Pusat,DKI Jakarta,31.71.08
1848,32.03.03,32.03,32,Cibeber,Cianjur,Jawa Barat,32.03.03
1849,32.03.04,32.03,32,Cilaku,Cianjur,Jawa Barat,32.03.04
1850,32.03.09,32.03,32,Sukaluyu,Cianjur,Jawa Barat,32.03.09
1851,33.09.19,33.09,33,Juwangi,Boyolali,Jawa Tengah,33.09.19
1852,33.06.16,33.06,33,Bener,Purworejo,Jawa Tengah,33.06.16
1853,32.03.07,32.03,32,Karangtengah,Cianjur,Jawa Barat,32.03.07
1854,32.03.08,32.03,32,Mande,Cianjur,Jawa Barat,32.03.08
1855,13.10.02,13.10,13,Pulau Punjung,Dharmasraya,Sumatera Barat,13.10.02
1856,33.09.13,33.09,33,Simo,Boyolali,Jawa Tengah,33.09.13
1857,13.10.03,13.10,13,Sungai Rumbai,Dharmasraya,Sumatera Barat,13.10.03
1858,33.06.10,33.06,33,Butuh,Purworejo,Jawa Tengah,33.06.10
1859,33.09.14,33.09,33,Karanggede,Boyolali,Jawa Tengah,33.09.14
1860,32.03.01,32.03,32,Cianjur,Cianjur,Jawa Barat,32.03.01
1861,33.06.11,33.06,33,Pituruh,Purworejo,Jawa Tengah,33.06.11
1862,33.09.11,33.09,33,Ngemplak,Boyolali,Jawa Tengah,33.09.11
1863,13.10.01,13.10,13,Koto Baru,Dharmasraya,Sumatera Barat,13.10.01
1864,32.03.02,32.03,32,Warungkondang,Cianjur,Jawa Barat,32.03.02
1865,33.09.12,33.09,33,Nogosari,Boyolali,Jawa Tengah,33.09.12
1866,11.18.08,11.18,11,Trienggadeng,Pidie Jaya,Aceh,11.18.08
1867,33.09.17,33.09,33,Kemusu,Boyolali,Jawa Tengah,33.09.17
1868,33.06.14,33.06,33,Gebang,Purworejo,Jawa Tengah,33.06.14
1869,33.09.18,33.09,33,Wonosegoro,Boyolali,Jawa Tengah,33.09.18
1870,11.18.06,11.18,11,Bandar Baru,Pidie Jaya,Aceh,11.18.06
1871,33.06.15,33.06,33,Loano,Purworejo,Jawa Tengah,33.06.15
1872,33.09.15,33.09,33,Klego,Boyolali,Jawa Tengah,33.09.15
1873,11.18.07,11.18,11,Panteraja,Pidie Jaya,Aceh,11.18.07
1874,33.06.12,33.06,33,Kemiri,Purworejo,Jawa Tengah,33.06.12
1875,33.09.16,33.09,33,Andong,Boyolali,Jawa Tengah,33.09.16
1876,33.06.13,33.06,33,Bruno,Purworejo,Jawa Tengah,33.06.13
1877,33.09.20,33.09,33,Gladagsari,Boyolali,Jawa Tengah,33.09.20
1878,12.03.03,12.03,12,Angkola Timur,Tapanuli Selatan,Sumatera Utara,12.03.03
1879,11.18.01,11.18,11,Meureudu,Pidie Jaya,Aceh,11.18.01
1880,33.09.21,33.09,33,Tamansari,Boyolali,Jawa Tengah,33.09.21
1881,12.03.04,12.03,12,Sipirok,Tapanuli Selatan,Sumatera Utara,12.03.04
1882,12.03.01,12.03,12,Angkola Barat,Tapanuli Selatan,Sumatera Utara,12.03.01
1883,12.03.02,12.03,12,Batang Toru,Tapanuli Selatan,Sumatera Utara,12.03.02
1884,11.18.04,11.18,11,Bandar Dua,Pidie Jaya,Aceh,11.18.04
1885,35.16.04,35.16,35,Trawas,Mojokerto,Jawa Timur,35.16.04
1886,12.03.07,12.03,12,Batang Angkola,Tapanuli Selatan,Sumatera Utara,12.03.07
1887,11.18.05,11.18,11,Meurah Dua,Pidie Jaya,Aceh,11.18.05
1888,35.16.05,35.16,35,Ngoro,Mojokerto,Jawa Timur,35.16.05
1889,11.18.02,11.18,11,Ulim,Pidie Jaya,Aceh,11.18.02
1890,35.16.02,35.16,35,Gondang,Mojokerto,Jawa Timur,35.16.02
1891,92.08.01,92.08,92,Kaimana,Kaimana,Papua Barat,92.08.01
1892,12.03.05,12.03,12,Saipar Dolok Hole,Tapanuli Selatan,Sumatera Utara,12.03.05
1893,11.18.03,11.18,11,Jangka Buaya,Pidie Jaya,Aceh,11.18.03
1894,35.16.03,35.16,35,Pacet,Mojokerto,Jawa Timur,35.16.03
1895,13.10.06,13.10,13,Timpeh,Dharmasraya,Sumatera Barat,13.10.06
1896,12.03.06,12.03,12,Angkola Selatan,Tapanuli Selatan,Sumatera Utara,12.03.06
1897,35.16.08,35.16,35,Mojosari,Mojokerto,Jawa Timur,35.16.08
1898,13.10.07,13.10,13,Koto Salak,Dharmasraya,Sumatera Barat,13.10.07
1899,35.16.09,35.16,35,Dlanggu,Mojokerto,Jawa Timur,35.16.09
1900,92.08.04,92.08,92,Teluk Etna,Kaimana,Papua Barat,92.08.04
1901,13.10.04,13.10,13,Sitiung,Dharmasraya,Sumatera Barat,13.10.04
1902,32.03.16,32.03,32,Takokak,Cianjur,Jawa Barat,32.03.16
1903,35.16.06,35.16,35,Pungging,Mojokerto,Jawa Timur,35.16.06
1904,92.08.05,92.08,92,Kambrau,Kaimana,Papua Barat,92.08.05
1905,13.10.05,13.10,13,Sembilan Koto,Dharmasraya,Sumatera Barat,13.10.05
1906,32.03.17,32.03,32,Kadupandak,Cianjur,Jawa Barat,32.03.17
1907,35.16.07,35.16,35,Kutorejo,Mojokerto,Jawa Timur,35.16.07
1908,92.08.02,92.08,92,Buruway,Kaimana,Papua Barat,92.08.02
1909,32.03.14,32.03,32,Sukanagara,Cianjur,Jawa Barat,32.03.14
1910,92.08.03,92.08,92,Teluk Arguni Atas,Kaimana,Papua Barat,92.08.03
1911,32.03.15,32.03,32,Campaka,Cianjur,Jawa Barat,32.03.15
1912,13.10.08,13.10,13,Tiumang,Dharmasraya,Sumatera Barat,13.10.08
1913,12.77.06,12.77,12,Padangsidimpuan Angkola Julu,Kota Padang Sidempuan,Sumatera Utara,12.77.06
1914,13.10.09,13.10,13,Padang Laweh,Dharmasraya,Sumatera Barat,13.10.09
1915,32.03.18,32.03,32,Pagelaran,Cianjur,Jawa Barat,32.03.18
1916,13.10.10,13.10,13,Asam Jujuhan,Dharmasraya,Sumatera Barat,13.10.10
1917,32.03.19,32.03,32,Tanggeung,Cianjur,Jawa Barat,32.03.19
1918,35.16.01,35.16,35,Jatirejo,Mojokerto,Jawa Timur,35.16.01
1919,13.10.11,13.10,13,Koto Besar,Dharmasraya,Sumatera Barat,13.10.11
1920,32.03.12,32.03,32,Cikalongkulon,Cianjur,Jawa Barat,32.03.12
1921,33.09.22,33.09,33,Wonosamodro,Boyolali,Jawa Tengah,33.09.22
1922,32.03.13,32.03,32,Sukaresmi,Cianjur,Jawa Barat,32.03.13
1923,32.03.10,32.03,32,Pacet,Cianjur,Jawa Barat,32.03.10
1924,32.03.11,32.03,32,Cugenang,Cianjur,Jawa Barat,32.03.11
1925,92.08.06,92.08,92,Teluk Arguni Bawah,Kaimana,Papua Barat,92.08.06
1926,92.08.07,92.08,92,Yamor,Kaimana,Papua Barat,92.08.07
1927,12.22.01,12.22,12,Kotapinang,Labuhanbatu Selatan,Sumatera Utara,12.22.01
1928,35.16.15,35.16,35,Kemlagi,Mojokerto,Jawa Timur,35.16.15
1929,35.16.16,35.16,35,Jetis,Mojokerto,Jawa Timur,35.16.16
1930,35.16.13,35.16,35,Sooko,Mojokerto,Jawa Timur,35.16.13
1931,12.22.04,12.22,12,Sungai Kanan,Labuhanbatu Selatan,Sumatera Utara,12.22.04
1932,35.16.14,35.16,35,Gedeg,Mojokerto,Jawa Timur,35.16.14
1933,12.22.05,12.22,12,Silangkitang,Labuhanbatu Selatan,Sumatera Utara,12.22.05
1934,12.22.02,12.22,12,Kampung Rakyat,Labuhanbatu Selatan,Sumatera Utara,12.22.02
1935,12.22.03,12.22,12,Torgamba,Labuhanbatu Selatan,Sumatera Utara,12.22.03
1936,32.03.27,32.03,32,Gekbrong,Cianjur,Jawa Barat,32.03.27
1937,35.16.17,35.16,35,Dawarblandong,Mojokerto,Jawa Timur,35.16.17
1938,32.03.28,32.03,32,Cipanas,Cianjur,Jawa Barat,32.03.28
1939,35.16.18,35.16,35,Mojoanyar,Mojokerto,Jawa Timur,35.16.18
1940,32.03.25,32.03,32,Campakamulya,Cianjur,Jawa Barat,32.03.25
1941,32.03.26,32.03,32,Cikadu,Cianjur,Jawa Barat,32.03.26
1942,32.03.29,32.03,32,Cijati,Cianjur,Jawa Barat,32.03.29
1943,35.16.11,35.16,35,Puri,Mojokerto,Jawa Timur,35.16.11
1944,35.16.12,35.16,35,Trowulan,Mojokerto,Jawa Timur,35.16.12
1945,13.04.03,13.04,13,Rambatan,Tanah Datar,Sumatera Barat,13.04.03
1946,13.04.04,13.04,13,Lima Kaum,Tanah Datar,Sumatera Barat,13.04.04
1947,32.03.20,32.03,32,Cibinong,Cianjur,Jawa Barat,32.03.20
1948,35.16.10,35.16,35,Bangsal,Mojokerto,Jawa Timur,35.16.10
1949,13.04.01,13.04,13,X Koto,Tanah Datar,Sumatera Barat,13.04.01
1950,13.04.02,13.04,13,Batipuh,Tanah Datar,Sumatera Barat,13.04.02
1951,13.04.07,13.04,13,Sungayang,Tanah Datar,Sumatera Barat,13.04.07
1952,32.03.23,32.03,32,Cidaun,Cianjur,Jawa Barat,32.03.23
1953,13.04.08,13.04,13,Sungai Tarab,Tanah Datar,Sumatera Barat,13.04.08
1954,32.03.24,32.03,32,Naringgul,Cianjur,Jawa Barat,32.03.24
1955,53.06.09,53.06,53,Wotan Ulumando,Flores Timur,Nusa Tenggara Timur,53.06.09
1956,13.04.05,13.04,13,Tanjung Emas,Tanah Datar,Sumatera Barat,13.04.05
1957,32.03.21,32.03,32,Sindangbarang,Cianjur,Jawa Barat,32.03.21
1958,13.04.06,13.04,13,Lintau Buo,Tanah Datar,Sumatera Barat,13.04.06
1959,32.03.22,32.03,32,Agrabinta,Cianjur,Jawa Barat,32.03.22
1960,53.06.07,53.06,53,Solor Timur,Flores Timur,Nusa Tenggara Timur,53.06.07
1961,53.06.08,53.06,53,Adonara Barat,Flores Timur,Nusa Tenggara Timur,53.06.08
1962,12.13.08,12.13,12,Kotanopan,Mandailing Natal,Sumatera Utara,12.13.08
1963,12.13.09,12.13,12,Lembah Sorik Marapi,Mandailing Natal,Sumatera Utara,12.13.09
