,KODE_KEC,KODE_KK,KODE_PROV,KECAMATAN,KAB_KOTA,PROVINSI,FID
3902,12.16.09,12.16,12,Pakkat,Humbang Hasundutan,Sumatera Utara,12.16.09
3903,91.14.44,91.14,91,Bogonuk,Tolikara,Papua Pegunungan,91.14.44
3904,64.02.20,64.02,64,Samboja Barat,Kutai Kartanegara,Kalimantan Timur,64.02.20
3905,91.14.45,91.14,91,Li Anogomma,Tolikara,Papua Pegunungan,91.14.45
3906,12.16.07,12.16,12,Sijamapolang,Humbang Hasundutan,Sumatera Utara,12.16.07
3907,91.14.42,91.14,91,Kai,Tolikara,Papua Pegunungan,91.14.42
3908,12.16.08,12.16,12,Onan Ganjang,Humbang Hasundutan,Sumatera Utara,12.16.08
3909,91.14.43,91.14,91,Aweku,Tolikara,Papua Pegunungan,91.14.43
3910,35.04.09,35.04,35,Gondang,Tulungagung,Jawa Timur,35.04.09
3911,12.16.01,12.16,12,Parlilitan,Humbang Hasundutan,Sumatera Utara,12.16.01
3912,12.16.02,12.16,12,Pollung,Humbang Hasundutan,Sumatera Utara,12.16.02
3913,35.04.14,35.04,35,Kalidawir,Tulungagung,Jawa Timur,35.04.14
3914,35.04.15,35.04,35,Besuki,Tulungagung,Jawa Timur,35.04.15
3915,35.04.12,35.04,35,Pucanglaban,Tulungagung,Jawa Timur,35.04.12
3916,35.04.13,35.04,35,Rejotangan,Tulungagung,Jawa Timur,35.04.13
3917,32.01.36,32.01,32,Tanjungsari,Bogor,Jawa Barat,32.01.36
3918,35.04.18,35.04,35,Pakel,Tulungagung,Jawa Timur,35.04.18
3919,32.01.37,32.01,32,Tajurhalang,Bogor,Jawa Barat,32.01.37
3920,35.04.19,35.04,35,Tanggunggunung,Tulungagung,Jawa Timur,35.04.19
3921,32.01.34,32.01,32,Ranca Bungur,Bogor,Jawa Barat,32.01.34
3922,35.04.16,35.04,35,Campurdarat,Tulungagung,Jawa Timur,35.04.16
3923,32.01.35,32.01,32,Sukajaya,Bogor,Jawa Barat,32.01.35
3924,35.04.17,35.04,35,Bandung,Tulungagung,Jawa Timur,35.04.17
3925,32.01.38,32.01,32,Cigombong,Bogor,Jawa Barat,32.01.38
3926,32.01.39,32.01,32,Leuwisadeng,Bogor,Jawa Barat,32.01.39
3927,91.14.46,91.14,91,Biuk,Tolikara,Papua Pegunungan,91.14.46
3928,35.04.10,35.04,35,Sumbergempol,Tulungagung,Jawa Timur,35.04.10
3929,91.14.47,91.14,91,Yuko,Tolikara,Papua Pegunungan,91.14.47
3930,35.04.11,35.04,35,Ngunut,Tulungagung,Jawa Timur,35.04.11
3931,32.01.32,32.01,32,Klapanunggal,Bogor,Jawa Barat,32.01.32
3932,32.01.33,32.01,32,Ciseeng,Bogor,Jawa Barat,32.01.33
3933,32.01.30,32.01,32,Dramaga,Bogor,Jawa Barat,32.01.30
3934,32.01.31,32.01,32,Tamansari,Bogor,Jawa Barat,32.01.31
3935,72.07.05,72.07,72,Liang,Banggai Kepulauan,Sulawesi Tengah,72.07.05
3936,72.07.06,72.07,72,Bulagi,Banggai Kepulauan,Sulawesi Tengah,72.07.06
3937,72.07.03,72.07,72,Totikum,Banggai Kepulauan,Sulawesi Tengah,72.07.03
3938,72.07.04,72.07,72,Tinangkung,Banggai Kepulauan,Sulawesi Tengah,72.07.04
3939,72.07.09,72.07,72,Bulagi Selatan,Banggai Kepulauan,Sulawesi Tengah,72.07.09
3940,72.07.07,72.07,72,Buko,Banggai Kepulauan,Sulawesi Tengah,72.07.07
3941,12.16.10,12.16,12,Tarabintang,Humbang Hasundutan,Sumatera Utara,12.16.10
3942,91.19.01,91.19,91,Supiori Selatan,Supiori,Papua,91.19.01
3943,91.19.02,91.19,91,Supiori Utara,Supiori,Papua,91.19.02
3944,72.07.11,72.07,72,Tinangkung Selatan,Banggai Kepulauan,Sulawesi Tengah,72.07.11
3945,91.19.05,91.19,91,Supiori Barat,Supiori,Papua,91.19.05
3946,32.09.10,32.09,32,Astanajapura,Cirebon,Jawa Barat,32.09.10
3947,32.09.11,32.09,32,Pangenan,Cirebon,Jawa Barat,32.09.11
3948,91.19.03,91.19,91,Supiori Timur,Supiori,Papua,91.19.03
3949,91.19.04,91.19,91,Kepulauan Aruri,Supiori,Papua,91.19.04
3950,76.04.06,76.04,76,Binuang,Polewali Mandar,Sulawesi Barat,76.04.06
3951,76.04.07,76.04,76,Tapango,Polewali Mandar,Sulawesi Barat,76.04.07
3952,32.01.40,32.01,32,Tenjolaya,Bogor,Jawa Barat,32.01.40
3953,76.04.04,76.04,76,Polewali,Polewali Mandar,Sulawesi Barat,76.04.04
3954,76.04.05,76.04,76,Tutar,Polewali Mandar,Sulawesi Barat,76.04.05
3955,12.19.08,12.19,12,Laut Tador,Batu Bara,Sumatera Utara,12.19.08
3956,76.04.08,76.04,76,Mapilli,Polewali Mandar,Sulawesi Barat,76.04.08
3957,12.19.09,12.19,12,Lima Puluh,Batu Bara,Sumatera Utara,12.19.09
3958,76.04.09,76.04,76,Matangnga,Polewali Mandar,Sulawesi Barat,76.04.09
3959,72.01.18,72.01,72,Balantak Selatan,Banggai,Sulawesi Tengah,72.01.18
3960,12.19.06,12.19,12,Tanjung Tiram,Batu Bara,Sumatera Utara,12.19.06
3961,72.01.19,72.01,72,Balantak Utara,Banggai,Sulawesi Tengah,72.01.19
3962,12.19.07,12.19,12,Sei Balai,Batu Bara,Sumatera Utara,12.19.07
3963,72.07.16,72.07,72,Peling Tengah,Banggai Kepulauan,Sulawesi Tengah,72.07.16
3964,72.01.16,72.01,72,Lobu,Banggai,Sulawesi Tengah,72.01.16
3965,53.11.03,53.11,53,Lewa,Sumba Timur,Nusa Tenggara Timur,53.11.03
3966,72.07.17,72.07,72,Bulagi Utara,Banggai Kepulauan,Sulawesi Tengah,72.07.17
3967,72.01.17,72.01,72,Simpang Raya,Banggai,Sulawesi Tengah,72.01.17
3968,53.11.04,53.11,53,Nggaha Ori Angu,Sumba Timur,Nusa Tenggara Timur,53.11.04
3969,76.04.02,76.04,76,Campalagian,Polewali Mandar,Sulawesi Barat,76.04.02
3970,53.11.01,53.11,53,Kota Waingapu,Sumba Timur,Nusa Tenggara Timur,53.11.01
3971,72.07.15,72.07,72,Totikum Selatan,Banggai Kepulauan,Sulawesi Tengah,72.07.15
3972,76.04.03,76.04,76,Wonomulyo,Polewali Mandar,Sulawesi Barat,76.04.03
3973,53.11.02,53.11,53,Haharu,Sumba Timur,Nusa Tenggara Timur,53.11.02
3974,53.11.07,53.11,53,Pandawai,Sumba Timur,Nusa Tenggara Timur,53.11.07
3975,32.09.14,32.09,32,Talun,Cirebon,Jawa Barat,32.09.14
3976,15.72.08,15.72,15,Sungai Bungkal,Kota Sungai Penuh,Jambi,15.72.08
3977,12.19.01,12.19,12,Medang Deras,Batu Bara,Sumatera Utara,12.19.01
3978,76.04.01,76.04,76,Tinambung,Polewali Mandar,Sulawesi Barat,76.04.01
3979,53.11.08,53.11,53,Umalulu,Sumba Timur,Nusa Tenggara Timur,53.11.08
3980,32.09.15,32.09,32,Sumber,Cirebon,Jawa Barat,32.09.15
3981,72.07.18,72.07,72,Buko Selatan,Banggai Kepulauan,Sulawesi Tengah,72.07.18
3982,72.01.10,72.01,72,Masama,Banggai,Sulawesi Tengah,72.01.10
3983,53.11.05,53.11,53,Tabundung,Sumba Timur,Nusa Tenggara Timur,53.11.05
3984,32.09.12,32.09,32,Mundu,Cirebon,Jawa Barat,32.09.12
3985,15.72.06,15.72,15,Pondok Tinggi,Kota Sungai Penuh,Jambi,15.72.06
3986,72.07.19,72.07,72,Tinangkung Utara,Banggai Kepulauan,Sulawesi Tengah,72.07.19
3987,72.01.11,72.01,72,Luwuk Timur,Banggai,Sulawesi Tengah,72.01.11
3988,53.11.06,53.11,53,Pinu Pahar,Sumba Timur,Nusa Tenggara Timur,53.11.06
3989,32.09.13,32.09,32,Beber,Cirebon,Jawa Barat,32.09.13
3990,15.72.07,15.72,15,Koto Baru,Kota Sungai Penuh,Jambi,15.72.07
3991,12.19.04,12.19,12,Lima Puluh,Batu Bara,Sumatera Utara,12.19.04
3992,32.09.18,32.09,32,Plumbon,Cirebon,Jawa Barat,32.09.18
3993,12.19.05,12.19,12,Talawi,Batu Bara,Sumatera Utara,12.19.05
3994,32.09.19,32.09,32,Weru,Cirebon,Jawa Barat,32.09.19
3995,72.01.14,72.01,72,Moilong,Banggai,Sulawesi Tengah,72.01.14
3996,12.19.02,12.19,12,Sei Suka,Batu Bara,Sumatera Utara,12.19.02
3997,32.09.16,32.09,32,Dukupuntang,Cirebon,Jawa Barat,32.09.16
3998,72.01.15,72.01,72,Batui Selatan,Banggai,Sulawesi Tengah,72.01.15
3999,12.19.03,12.19,12,Air Putih,Batu Bara,Sumatera Utara,12.19.03
4000,32.09.17,32.09,32,Palimanan,Cirebon,Jawa Barat,32.09.17
4001,72.01.12,72.01,72,Toili Barat,Banggai,Sulawesi Tengah,72.01.12
4002,72.01.13,72.01,72,Nuhon,Banggai,Sulawesi Tengah,72.01.13
4003,15.72.01,15.72,15,Sungai Penuh,Kota Sungai Penuh,Jambi,15.72.01
4004,32.09.21,32.09,32,Gunung Jati,Cirebon,Jawa Barat,32.09.21
4005,15.72.04,15.72,15,Tanah Kampung,Kota Sungai Penuh,Jambi,15.72.04
4006,32.09.22,32.09,32,Kapetakan,Cirebon,Jawa Barat,32.09.22
4007,15.72.05,15.72,15,Kumun Debai,Kota Sungai Penuh,Jambi,15.72.05
4008,15.72.02,15.72,15,Pesisir Bukit,Kota Sungai Penuh,Jambi,15.72.02
4009,32.09.20,32.09,32,Kedawung,Cirebon,Jawa Barat,32.09.20
4010,15.72.03,15.72,15,Hamparan Rawang,Kota Sungai Penuh,Jambi,15.72.03
4011,73.10.04,73.10,73,Pangkajene,Pangkajene Kepulauan,Sulawesi Selatan,73.10.04
4012,73.10.05,73.10,73,Balocci,Pangkajene Kepulauan,Sulawesi Selatan,73.10.05
4013,73.10.02,73.10,73,Liukang Kalmas,Pangkajene Kepulauan,Sulawesi Selatan,73.10.02
4014,73.10.03,73.10,73,Liukang Tupabbiring,Pangkajene Kepulauan,Sulawesi Selatan,73.10.03
4015,76.04.15,76.04,76,Allu,Polewali Mandar,Sulawesi Barat,76.04.15
4016,73.10.08,73.10,73,Marang,Pangkajene Kepulauan,Sulawesi Selatan,73.10.08
4017,76.04.16,76.04,76,Bulo,Polewali Mandar,Sulawesi Barat,76.04.16
4018,73.10.09,73.10,73,Segeri,Pangkajene Kepulauan,Sulawesi Selatan,73.10.09
4019,73.10.06,73.10,73,Bungoro,Pangkajene Kepulauan,Sulawesi Selatan,73.10.06
4020,73.10.07,73.10,73,Labakkang,Pangkajene Kepulauan,Sulawesi Selatan,73.10.07
4021,76.04.10,76.04,76,Luyo,Polewali Mandar,Sulawesi Barat,76.04.10
4022,61.05.21,61.05,61,Binjai Hulu,Sintang,Kalimantan Barat,61.05.21
4023,73.10.01,73.10,73,Liukang Tangaya,Pangkajene Kepulauan,Sulawesi Selatan,73.10.01
4024,76.04.13,76.04,76,Anreapi,Polewali Mandar,Sulawesi Barat,76.04.13
4025,61.05.20,61.05,61,Sungai Tebelian,Sintang,Kalimantan Barat,61.05.20
4026,76.04.14,76.04,76,Matakali,Polewali Mandar,Sulawesi Barat,76.04.14
4027,13.02.18,13.02,13,Tigo Lurah,Solok,Sumatera Barat,13.02.18
4028,12.19.11,12.19,12,Datuk Tanah Datar,Batu Bara,Sumatera Utara,12.19.11
4029,76.04.11,76.04,76,Limboro,Polewali Mandar,Sulawesi Barat,76.04.11
4030,32.09.25,32.09,32,Panguragan,Cirebon,Jawa Barat,32.09.25
4031,13.02.19,13.02,13,Danau Kembar,Solok,Sumatera Barat,13.02.19
4032,12.19.12,12.19,12,Nibung Hangus,Batu Bara,Sumatera Utara,12.19.12
4033,76.04.12,76.04,76,Balanipa,Polewali Mandar,Sulawesi Barat,76.04.12
4034,32.09.26,32.09,32,Ciwaringin,Cirebon,Jawa Barat,32.09.26
4035,72.01.21,72.01,72,Luwuk Utara,Banggai,Sulawesi Tengah,72.01.21
4036,32.09.23,32.09,32,Klangenan,Cirebon,Jawa Barat,32.09.23
4037,72.01.22,72.01,72,Mantoh,Banggai,Sulawesi Tengah,72.01.22
4038,12.19.10,12.19,12,Datuk Lima Puluh,Batu Bara,Sumatera Utara,12.19.10
4039,32.09.24,32.09,32,Arjawinangun,Cirebon,Jawa Barat,32.09.24
4040,32.09.29,32.09,32,Kaliwedi,Cirebon,Jawa Barat,32.09.29
4041,72.01.20,72.01,72,Luwuk Selatan,Banggai,Sulawesi Tengah,72.01.20
4042,32.09.27,32.09,32,Susukan,Cirebon,Jawa Barat,32.09.27
4043,32.09.28,32.09,32,Gegesik,Cirebon,Jawa Barat,32.09.28
4044,72.01.23,72.01,72,Nambo,Banggai,Sulawesi Tengah,72.01.23
4045,32.09.32,32.09,32,Pasaleman,Cirebon,Jawa Barat,32.09.32
4046,32.09.33,32.09,32,Pabuaran,Cirebon,Jawa Barat,32.09.33
4047,32.09.30,32.09,32,Gebang,Cirebon,Jawa Barat,32.09.30
4048,16.04.01,16.04,16,Tanjungsakti Pumu,Lahat,Sumatera Selatan,16.04.01
4049,32.09.31,32.09,32,Depok,Cirebon,Jawa Barat,32.09.31
4050,73.10.13,73.10,73,Liukang Tupabbiring Utara,Pangkajene Kepulauan,Sulawesi Selatan,73.10.13
4051,35.09.30,35.09,35,Silo,Jember,Jawa Timur,35.09.30
4052,64.71.01,64.71,64,Balikpapan Timur,Kota Balikpapan,Kalimantan Timur,64.71.01
4053,64.71.02,64.71,64,Balikpapan Barat,Kota Balikpapan,Kalimantan Timur,64.71.02
4054,73.10.11,73.10,73,Mandalle,Pangkajene Kepulauan,Sulawesi Selatan,73.10.11
4055,73.10.12,73.10,73,Tondong Tallasa,Pangkajene Kepulauan,Sulawesi Selatan,73.10.12
4056,91.14.01,91.14,91,Karubaga,Tolikara,Papua Pegunungan,91.14.01
4057,73.10.10,73.10,73,Minasa Tene,Pangkajene Kepulauan,Sulawesi Selatan,73.10.10
4058,32.09.36,32.09,32,Plered,Cirebon,Jawa Barat,32.09.36
4059,32.09.37,32.09,32,Gempol,Cirebon,Jawa Barat,32.09.37
4060,32.09.34,32.09,32,Karangwareng,Cirebon,Jawa Barat,32.09.34
4061,32.09.35,32.09,32,Tengah Tani,Cirebon,Jawa Barat,32.09.35
4062,16.04.08,16.04,16,Pulaupinang,Lahat,Sumatera Selatan,16.04.08
4063,32.09.38,32.09,32,Greged,Cirebon,Jawa Barat,32.09.38
4064,63.08.01,63.08,63,Danau Panggang,Hulu Sungai Utara,Kalimantan Selatan,63.08.01
4065,16.04.09,16.04,16,Merapi Barat,Lahat,Sumatera Selatan,16.04.09
4066,32.09.39,32.09,32,Suranenggala,Cirebon,Jawa Barat,32.09.39
4067,35.09.31,35.09,35,Sumberjambe,Jember,Jawa Timur,35.09.31
4068,16.04.06,16.04,16,Jarai,Lahat,Sumatera Selatan,16.04.06
4069,64.71.05,64.71,64,Balikpapan Selatan,Kota Balikpapan,Kalimantan Timur,64.71.05
4070,16.04.07,16.04,16,Kota Agung,Lahat,Sumatera Selatan,16.04.07
4071,32.09.40,32.09,32,Jamblang,Cirebon,Jawa Barat,32.09.40
4072,64.71.06,64.71,64,Balikpapan Kota,Kota Balikpapan,Kalimantan Timur,64.71.06
4073,64.71.03,64.71,64,Balikpapan Utara,Kota Balikpapan,Kalimantan Timur,64.71.03
4074,64.71.04,64.71,64,Balikpapan Tengah,Kota Balikpapan,Kalimantan Timur,64.71.04
4075,16.04.12,16.04,16,Pajar Bulan,Lahat,Sumatera Selatan,16.04.12
4076,16.04.10,16.04,16,Lahat,Lahat,Sumatera Selatan,16.04.10
4077,91.14.04,91.14,91,Kembu,Tolikara,Papua Pegunungan,91.14.04
4078,16.04.15,16.04,16,Mulak Ulu,Lahat,Sumatera Selatan,16.04.15
4079,91.14.05,91.14,91,Goyage,Tolikara,Papua Pegunungan,91.14.05
4080,16.04.16,16.04,16,Kikim Selatan,Lahat,Sumatera Selatan,16.04.16
4081,81.05.01,81.05,81,Bula,Seram Bagian Timur,Maluku,81.05.01
4082,91.14.02,91.14,91,Bokondini,Tolikara,Papua Pegunungan,91.14.02
4083,81.05.02,81.05,81,Seram Timur,Seram Bagian Timur,Maluku,81.05.02
4084,91.14.03,91.14,91,Kanggime,Tolikara,Papua Pegunungan,91.14.03
4085,91.14.08,91.14,91,Umagi,Tolikara,Papua Pegunungan,91.14.08
4086,91.14.09,91.14,91,Panaga,Tolikara,Papua Pegunungan,91.14.09
4087,91.14.06,91.14,91,Wunim,Tolikara,Papua Pegunungan,91.14.06
4088,91.14.07,91.14,91,Wina,Tolikara,Papua Pegunungan,91.14.07
4089,63.08.04,63.08,63,Amuntai Selatan,Hulu Sungai Utara,Kalimantan Selatan,63.08.04
4090,63.08.05,63.08,63,Amuntai Tengah,Hulu Sungai Utara,Kalimantan Selatan,63.08.05
4091,53.21.08,53.21,53,Laenmanen,Malaka,Nusa Tenggara Timur,53.21.08
4092,63.08.02,63.08,63,Babirik,Hulu Sungai Utara,Kalimantan Selatan,63.08.02
4093,53.21.09,53.21,53,Malaka Timur,Malaka,Nusa Tenggara Timur,53.21.09
4094,63.08.03,63.08,63,Sungai Pandan,Hulu Sungai Utara,Kalimantan Selatan,63.08.03
4095,91.14.11,91.14,91,Kubu,Tolikara,Papua Pegunungan,91.14.11
4096,91.14.12,91.14,91,Konda/ Kondaga,Tolikara,Papua Pegunungan,91.14.12
4097,63.08.08,63.08,63,Haur Gading,Hulu Sungai Utara,Kalimantan Selatan,63.08.08
4098,82.01.08,82.01,82,Ibu Selatan,Halmahera Barat,Maluku Utara,82.01.08
4099,63.08.09,63.08,63,Paminggir,Hulu Sungai Utara,Kalimantan Selatan,63.08.09
4100,82.01.09,82.01,82,Sahu Timur,Halmahera Barat,Maluku Utara,82.01.09
4101,91.14.10,91.14,91,Woniki,Tolikara,Papua Pegunungan,91.14.10
4102,63.08.06,63.08,63,Amuntai Utara,Hulu Sungai Utara,Kalimantan Selatan,63.08.06
4103,63.08.07,63.08,63,Banjang,Hulu Sungai Utara,Kalimantan Selatan,63.08.07
4104,82.01.07,82.01,82,Ibu Utara,Halmahera Barat,Maluku Utara,82.01.07
4105,53.21.11,53.21,53,Kobalima,Malaka,Nusa Tenggara Timur,53.21.11
4106,53.21.12,53.21,53,Botin Leobele,Malaka,Nusa Tenggara Timur,53.21.12
4107,81.05.05,81.05,81,Wakate,Seram Bagian Timur,Maluku,81.05.05
4108,82.01.01,82.01,82,Jailolo,Halmahera Barat,Maluku Utara,82.01.01
4109,81.05.06,81.05,81,Tutuk Tolu,Seram Bagian Timur,Maluku,81.05.06
4110,81.05.03,81.05,81,Werinama,Seram Bagian Timur,Maluku,81.05.03
4111,81.05.04,81.05,81,Pulau Gorom,Seram Bagian Timur,Maluku,81.05.04
4112,82.01.04,82.01,82,Sahu,Halmahera Barat,Maluku Utara,82.01.04
4113,32.01.03,32.01,32,Citeureup,Bogor,Jawa Barat,32.01.03
4114,81.05.09,81.05,81,Pulau Panjang,Seram Bagian Timur,Maluku,81.05.09
4115,82.01.05,82.01,82,Jailolo Selatan,Halmahera Barat,Maluku Utara,82.01.05
4116,35.13.09,35.13,35,Gading,Probolinggo,Jawa Timur,35.13.09
4117,32.01.04,32.01,32,Sukaraja,Bogor,Jawa Barat,32.01.04
4118,82.01.02,82.01,82,Loloda,Halmahera Barat,Maluku Utara,82.01.02
4119,32.01.01,32.01,32,Cibinong,Bogor,Jawa Barat,32.01.01
4120,81.05.07,81.05,81,Siwalalat,Seram Bagian Timur,Maluku,81.05.07
4121,82.01.03,82.01,82,Ibu,Halmahera Barat,Maluku Utara,82.01.03
4122,35.13.07,35.13,35,Tiris,Probolinggo,Jawa Timur,35.13.07
4123,32.01.02,32.01,32,Gunung Putri,Bogor,Jawa Barat,32.01.02
4124,53.21.10,53.21,53,Kobalima Timur,Malaka,Nusa Tenggara Timur,53.21.10
4125,81.05.08,81.05,81,Kilmury,Seram Bagian Timur,Maluku,81.05.08
4126,35.13.08,35.13,35,Krucil,Probolinggo,Jawa Timur,35.13.08
4127,32.01.07,32.01,32,Cileungsi,Bogor,Jawa Barat,32.01.07
4128,32.01.08,32.01,32,Cariu,Bogor,Jawa Barat,32.01.08
4129,32.01.05,32.01,32,Babakan Madang,Bogor,Jawa Barat,32.01.05
4130,91.14.15,91.14,91,Bokoneri,Tolikara,Papua Pegunungan,91.14.15
4131,32.01.06,32.01,32,Jonggol,Bogor,Jawa Barat,32.01.06
4132,91.14.16,91.14,91,Bewani,Tolikara,Papua Pegunungan,91.14.16
4133,81.05.12,81.05,81,Bula Barat,Seram Bagian Timur,Maluku,81.05.12
4134,91.14.13,91.14,91,Nelawi,Tolikara,Papua Pegunungan,91.14.13
4135,35.13.12,35.13,35,Paiton,Probolinggo,Jawa Timur,35.13.12
4136,81.05.13,81.05,81,Kian Darat,Seram Bagian Timur,Maluku,81.05.13
4137,91.14.14,91.14,91,Kuari,Tolikara,Papua Pegunungan,91.14.14
4138,35.13.13,35.13,35,Besuk,Probolinggo,Jawa Timur,35.13.13
4139,81.05.10,81.05,81,Teor,Seram Bagian Timur,Maluku,81.05.10
4140,91.14.19,91.14,91,Gilubandu,Tolikara,Papua Pegunungan,91.14.19
4141,35.13.10,35.13,35,Pakuniran,Probolinggo,Jawa Timur,35.13.10
4142,81.05.11,81.05,81,Gorom Timur,Seram Bagian Timur,Maluku,81.05.11
4143,35.13.11,35.13,35,Kotaanyar,Probolinggo,Jawa Timur,35.13.11
4144,35.13.16,35.13,35,Pejarakan,Probolinggo,Jawa Timur,35.13.16
4145,91.14.18,91.14,91,Nabunage,Tolikara,Papua Pegunungan,91.14.18
4146,35.13.17,35.13,35,Maron,Probolinggo,Jawa Timur,35.13.17
4147,35.13.14,35.13,35,Kraksaan,Probolinggo,Jawa Timur,35.13.14
4148,35.13.15,35.13,35,Krejengan,Probolinggo,Jawa Timur,35.13.15
4149,73.16.08,73.16,73,Curio,Enrekang,Sulawesi Selatan,73.16.08
4150,73.16.09,73.16,73,Malua,Enrekang,Sulawesi Selatan,73.16.09
4151,91.14.22,91.14,91,Numba,Tolikara,Papua Pegunungan,91.14.22
4152,91.14.23,91.14,91,Timori,Tolikara,Papua Pegunungan,91.14.23
4153,91.14.20,91.14,91,Nunggawi,Tolikara,Papua Pegunungan,91.14.20
4154,91.14.21,91.14,91,Gundagi,Tolikara,Papua Pegunungan,91.14.21
4155,73.16.02,73.16,73,Enrekang,Enrekang,Sulawesi Selatan,73.16.02
4156,73.16.03,73.16,73,Baraka,Enrekang,Sulawesi Selatan,73.16.03
4157,73.16.01,73.16,73,Maiwa,Enrekang,Sulawesi Selatan,73.16.01
4158,33.24.03,33.24,33,Sukorejo,Kendal,Jawa Tengah,33.24.03
4159,73.16.06,73.16,73,Bungin,Enrekang,Sulawesi Selatan,73.16.06
4160,33.24.04,33.24,33,Patean,Kendal,Jawa Tengah,33.24.04
4161,73.16.07,73.16,73,Cendana,Enrekang,Sulawesi Selatan,73.16.07
4162,33.24.01,33.24,33,Plantungan,Kendal,Jawa Tengah,33.24.01
4163,73.16.04,73.16,73,Anggeraja,Enrekang,Sulawesi Selatan,73.16.04
4164,33.24.02,33.24,33,Pageruyung,Kendal,Jawa Tengah,33.24.02
4165,73.16.05,73.16,73,Alla,Enrekang,Sulawesi Selatan,73.16.05
4166,33.24.07,33.24,33,Boja,Kendal,Jawa Tengah,33.24.07
4167,81.05.14,81.05,81,Siritaun Wida Timur,Seram Bagian Timur,Maluku,81.05.14
4168,82.01.10,82.01,82,Loloda Tengah,Halmahera Barat,Maluku Utara,82.01.10
4169,33.24.08,33.24,33,Kaliwungu,Kendal,Jawa Tengah,33.24.08
4170,81.05.15,81.05,81,Teluk Waru,Seram Bagian Timur,Maluku,81.05.15
4171,33.24.05,33.24,33,Singorojo,Kendal,Jawa Tengah,33.24.05
4172,33.24.06,33.24,33,Limbangan,Kendal,Jawa Tengah,33.24.06
4173,35.13.18,35.13,35,Gending,Probolinggo,Jawa Timur,35.13.18
4174,73.16.10,73.16,73,Buntu Batu,Enrekang,Sulawesi Selatan,73.16.10
4175,35.13.19,35.13,35,Dringu,Probolinggo,Jawa Timur,35.13.19
4176,91.14.26,91.14,91,Egiam,Tolikara,Papua Pegunungan,91.14.26
4177,91.14.27,91.14,91,Poganeri,Tolikara,Papua Pegunungan,91.14.27
4178,91.14.24,91.14,91,Dundu,Tolikara,Papua Pegunungan,91.14.24
4179,35.13.23,35.13,35,Tongas,Probolinggo,Jawa Timur,35.13.23
4180,91.14.25,91.14,91,Geya,Tolikara,Papua Pegunungan,91.14.25
4181,35.13.24,35.13,35,Lumbang,Probolinggo,Jawa Timur,35.13.24
4182,35.13.21,35.13,35,Sumberasih,Probolinggo,Jawa Timur,35.13.21
4183,35.13.22,35.13,35,Wonomerto,Probolinggo,Jawa Timur,35.13.22
4184,91.14.28,91.14,91,Kamboneri,Tolikara,Papua Pegunungan,91.14.28
4185,91.14.29,91.14,91,Airgaram,Tolikara,Papua Pegunungan,91.14.29
4186,91.14.30,91.14,91,Wari/Taiyeve II,Tolikara,Papua Pegunungan,91.14.30
4187,91.14.33,91.14,91,Yuneri,Tolikara,Papua Pegunungan,91.14.33
4188,91.14.34,91.14,91,Wakuwo,Tolikara,Papua Pegunungan,91.14.34
4189,33.24.09,33.24,33,Brangsong,Kendal,Jawa Tengah,33.24.09
4190,91.14.31,91.14,91,Dow,Tolikara,Papua Pegunungan,91.14.31
4191,91.14.32,91.14,91,Tagineri,Tolikara,Papua Pegunungan,91.14.32
4192,35.13.20,35.13,35,Tegalsiwalan,Probolinggo,Jawa Timur,35.13.20
4193,73.16.11,73.16,73,Masalle,Enrekang,Sulawesi Selatan,73.16.11
4194,73.16.12,73.16,73,Baroko,Enrekang,Sulawesi Selatan,73.16.12
4195,33.24.14,33.24,33,Patebon,Kendal,Jawa Tengah,33.24.14
4196,33.24.15,33.24,33,Kendal,Kendal,Jawa Tengah,33.24.15
4197,33.24.12,33.24,33,Weleri,Kendal,Jawa Tengah,33.24.12
4198,33.73.01,33.73,33,Sidorejo,Kota Salatiga,Jawa Tengah,33.73.01
4199,33.24.13,33.24,33,Cepiring,Kendal,Jawa Tengah,33.24.13
4200,33.73.02,33.73,33,Tingkir,Kota Salatiga,Jawa Tengah,33.73.02
4201,33.24.18,33.24,33,Ringinarum,Kendal,Jawa Tengah,33.24.18
4202,33.24.19,33.24,33,Ngampel,Kendal,Jawa Tengah,33.24.19
4203,33.24.16,33.24,33,Rowosari,Kendal,Jawa Tengah,33.24.16
4204,33.24.17,33.24,33,Kangkung,Kendal,Jawa Tengah,33.24.17
4205,74.02.28,74.02,74,Amonggedo,Konawe,Sulawesi Tenggara,74.02.28
4206,33.24.10,33.24,33,Pegandon,Kendal,Jawa Tengah,33.24.10
4207,91.14.37,91.14,91,Anawi,Tolikara,Papua Pegunungan,91.14.37
4208,33.24.11,33.24,33,Gemuh,Kendal,Jawa Tengah,33.24.11
4209,91.14.38,91.14,91,Wenam,Tolikara,Papua Pegunungan,91.14.38
4210,91.14.35,91.14,91,Gika,Tolikara,Papua Pegunungan,91.14.35
4211,91.14.36,91.14,91,Telenggeme,Tolikara,Papua Pegunungan,91.14.36
4212,91.14.39,91.14,91,Wugi,Tolikara,Papua Pegunungan,91.14.39
4213,74.02.20,74.02,74,Besulutu,Konawe,Sulawesi Tenggara,74.02.20
4214,74.02.21,74.02,74,Bondoala,Konawe,Sulawesi Tenggara,74.02.21
4215,74.02.24,74.02,74,Anggaberi,Konawe,Sulawesi Tenggara,74.02.24
